Date,Chain,Category,Buyer,Total Units,Sale Price,Cost Price,Suburb,State,Postcode,Manager
01/04/2017,Bellings,Womens,Amy Buchanan,13,7.99,3.5,Joondalup,WA,6027,Tom McKenzie
01/04/2017,Bellings,Mens,Bruce Curran,9,12.99,6.5,Cranbourne,VIC,3977,Owen Pierce
01/04/2017,Bellings,Mens,Bruce Curran,9,12.99,6.5,Woodville,SA,5011,Ray Watson
01/04/2017,Bellings,Womens,Amy Buchanan,13,8.38,3.88,Ashfield,NSW,2131,Lillian Pruitt
01/04/2017,Bellings,Womens,Amy Buchanan,20,6.26,3.34,Mornington,VIC,3931,Owen Pierce
01/04/2017,Bellings,Hosiery,Ella Hickman,33,3.6,1.82,Ulladulla,NSW,2539,George Chester
01/04/2017,Bellings,Juniors,Chester George,8,19.37,12.01,Yeppoon,QLD,4703,Amber Ward
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,40,6.35,4.88,Chatswood,NSW,2067,Jeremy Garcia
01/04/2017,Bellings,Intimate,Sara Ferrell,39,3.52,2.01,Launceston,TAS,7250,Simone Prior
01/04/2017,Ready Wear,Groceries,Chris Monroe,134,1.71,1.27,Nowra,NSW,2541,George Chester
01/04/2017,Bellings,Home,Richard Carr,35,3.94,2.25,Gympie,QLD,4570,Shellie Thomas
01/04/2017,Ready Wear,Womens,Amy Buchanan,19,6.99,3.86,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,15,6.94,2.97,Dandenong,VIC,3175,Rachael Long
01/04/2017,Ready Wear,Mens,Bruce Curran,16,5.8,2.07,Lismore,NSW,2480,Claire Bridges
01/04/2017,Bellings,Womens,Amy Buchanan,12,9.8,4.81,Launceston,TAS,7250,Simone Prior
01/04/2017,Ready Wear,Juniors,Chester George,35,3.96,2.25,Indooroopilly,QLD,4068,Terri Wright
01/04/2017,Ready Wear,Juniors,Chester George,6,19.99,10,Alexandria,NSW,2015,Jeremy Garcia
01/04/2017,Bellings,Home,Richard Carr,36,3.91,2.24,Ringwood,VIC,3134,Rachael Long
01/04/2017,Bellings,Kids,Elizabeth Gentry,26,4.76,2.45,Hastings,VIC,3915,Owen Pierce
01/04/2017,Ready Wear,Intimate,Sara Ferrell,10,7.99,1.96,Altona,VIC,3018,Brian Hubbard
01/04/2017,Ready Wear,Accessories,Maggie Mayer,16,9.05,5.28,Dubbo,NSW,2830,John Gardner
01/04/2017,Bellings,Hosiery,Ella Hickman,31,4.54,2.59,Cairns,QLD,4870,Caroline Tucker
01/04/2017,Bellings,Home,Richard Carr,23,6.21,3.58,Prospect,SA,5082,Ray Watson
01/04/2017,Ready Wear,Womens,Amy Buchanan,25,5.38,2.96,Armidale,NSW,2350,Claire Bridges
01/04/2017,Bellings,Shoes,Howard Wright,6,35.82,25.72,Joondalup,WA,6027,Tom McKenzie
01/04/2017,Bellings,Home,Richard Carr,41,4.41,2.93,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/04/2017,Ready Wear,Womens,Amy Buchanan,22,5.72,2.96,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2017,Bellings,Womens,Amy Buchanan,16,8.62,4.81,Cairns,QLD,4870,Caroline Tucker
01/04/2017,Ready Wear,Womens,Amy Buchanan,18,3.99,0.6,Dubbo,NSW,2830,John Gardner
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,37,2.81,1.14,Nowra,NSW,2541,George Chester
01/04/2017,Bellings,Womens,Amy Buchanan,20,6.5,3.41,Prospect,SA,5082,Ray Watson
01/04/2017,Bellings,Womens,Amy Buchanan,13,9.99,5.23,Nunawading,VIC,3131,Rachael Long
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,58,3.75,2.68,Randwick,NSW,2031,Jeremy Garcia
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,70,3.88,2.99,Stafford,QLD,4053,Terri Wright
01/04/2017,Bellings,Hosiery,Ella Hickman,36,3.84,2.11,Fyshwick,ACT,2609,George Chester
01/04/2017,Ready Wear,Juniors,Chester George,22,5.98,3.14,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,25,4.87,2.36,Mascot,NSW,2020,Jeremy Garcia
01/04/2017,Bellings,Kids,Elizabeth Gentry,15,8.79,4.6,Sunbury,VIC,3429,Jerry Fulton
01/04/2017,Bellings,Kids,Elizabeth Gentry,26,5.07,2.65,Gympie,QLD,4570,Shellie Thomas
01/04/2017,Ready Wear,Groceries,Chris Monroe,142,1.56,1.12,Randwick,NSW,2031,Jeremy Garcia
01/04/2017,Ready Wear,Womens,Amy Buchanan,61,2.94,1.91,Narrabeen,NSW,2101,Lillian Pruitt
01/04/2017,Ready Wear,Groceries,Chris Monroe,112,1.9,1.34,Bendigo,VIC,3550,Jerry Fulton
01/04/2017,Bellings,Womens,Amy Buchanan,15,7.69,3.45,Thornleigh,NSW,2120,Lillian Pruitt
01/04/2017,Bellings,Womens,Amy Buchanan,25,5.32,2.77,Airlie Beach,QLD,4802,Caroline Tucker
01/04/2017,Ready Wear,Mens,Bruce Curran,19,4.62,1.26,Belconnen,ACT,2617,George Chester
01/04/2017,Bellings,Womens,Amy Buchanan,28,7.34,5.06,Mackay,QLD,4740,Amber Ward
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,19,7.36,4,Alexandria,NSW,2015,Jeremy Garcia
01/04/2017,Ready Wear,Juniors,Chester George,34,4.58,2.7,Narrabeen,NSW,2101,Lillian Pruitt
01/04/2017,Ready Wear,Womens,Amy Buchanan,9,13.71,6.61,Armidale,NSW,2350,Claire Bridges
01/04/2017,Bellings,Womens,Amy Buchanan,18,6.88,3.33,Burnie,TAS,7320,Simone Prior
01/04/2017,Bellings,Home,Richard Carr,35,4.09,2.26,Shepparton,VIC,3630,Owen Pierce
01/04/2017,Ready Wear,Groceries,Chris Monroe,109,1.99,1.4,Randwick,NSW,2031,Jeremy Garcia
01/04/2017,Bellings,Womens,Amy Buchanan,8,11.12,3.1,Claremont,WA,6010,Tom McKenzie
01/04/2017,Bellings,Mens,Bruce Curran,26,4.38,1.9,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Bellings,Home,Richard Carr,36,4.19,2.4,Tweed Heads,NSW,2485,Claire Bridges
01/04/2017,Ready Wear,Groceries,Chris Monroe,116,1.82,1.26,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2017,Ready Wear,Womens,Amy Buchanan,27,6.07,3.68,Castle Hill,NSW,2154,Lillian Pruitt
01/04/2017,Bellings,Home,Richard Carr,22,6.26,3.32,Scoresby,VIC,3179,Rachael Long
01/04/2017,Bellings,Kids,Elizabeth Gentry,33,5.51,3.55,Mornington,VIC,3931,Owen Pierce
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,78,3.65,2.82,Wagga Wagga,NSW,2650,John Gardner
01/04/2017,Bellings,Mens,Bruce Curran,10,12.99,6.5,Berri,SA,5343,Alex Nash
01/04/2017,Bellings,Hosiery,Ella Hickman,47,3.29,1.91,Gladstone,QLD,4680,Amber Ward
01/04/2017,Bellings,Intimate,Sara Ferrell,41,4.19,2.6,Werribee,VIC,3030,Brian Hubbard
01/04/2017,Bellings,Juniors,Chester George,34,4.08,2.16,Ulladulla,NSW,2539,George Chester
01/04/2017,Ready Wear,Juniors,Chester George,19,7.26,3.82,Campbelltown,NSW,2560,George Chester
01/04/2017,Bellings,Home,Richard Carr,48,3.23,1.87,Fyshwick,ACT,2609,George Chester
01/04/2017,Ready Wear,Groceries,Chris Monroe,258,0.76,0.51,Southport,QLD,4215,Ricky Wilkinson
01/04/2017,Bellings,Home,Richard Carr,56,3.24,2.07,Seaford,SA,5169,Ray Watson
01/04/2017,Bellings,Kids,Elizabeth Gentry,12,9.99,4.5,Broome,WA,6725,John Harper
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,7.66,3.99,Inglewood,WA,6052,Tom McKenzie
01/04/2017,Bellings,Womens,Amy Buchanan,16,8.37,4.24,Woodville,SA,5011,Ray Watson
01/04/2017,Ready Wear,Groceries,Chris Monroe,179,1.14,0.77,Collingwood,VIC,3066,Brian Hubbard
01/04/2017,Ready Wear,Home,Richard Carr,16,10.99,6.84,Dubbo,NSW,2830,John Gardner
01/04/2017,Bellings,Kids,Elizabeth Gentry,34,4.76,2.8,Atherton,QLD,4883,Caroline Tucker
01/04/2017,Bellings,Juniors,Chester George,15,9.32,4.88,Ulladulla,NSW,2539,George Chester
01/04/2017,Ready Wear,Womens,Amy Buchanan,48,3.81,2.42,Alexandria,NSW,2015,Jeremy Garcia
01/04/2017,Bellings,Home,Richard Carr,54,1.99,0.75,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/04/2017,Ready Wear,Womens,Amy Buchanan,49,3.99,2.62,Geraldton,WA,6530,John Harper
01/04/2017,Bellings,Womens,Amy Buchanan,21,7.47,4.27,Seaford,SA,5169,Ray Watson
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,7.77,4.03,Lidcombe,NSW,2141,Lillian Pruitt
01/04/2017,Bellings,Kids,Elizabeth Gentry,15,7.99,3.5,Mornington,VIC,3931,Owen Pierce
01/04/2017,Ready Wear,Accessories,Maggie Mayer,9,7.99,0.5,Mascot,NSW,2020,Jeremy Garcia
01/04/2017,Ready Wear,Mens,Bruce Curran,20,5.84,2.47,Wagga Wagga,NSW,2650,John Gardner
01/04/2017,Bellings,Kids,Elizabeth Gentry,33,4.05,2,Hastings,VIC,3915,Owen Pierce
01/04/2017,Bellings,Mens,Bruce Curran,17,5.95,1.96,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Bellings,Mens,Bruce Curran,17,5.95,1.96,Hervey Bay,QLD,4655,Amber Ward
01/04/2017,Bellings,Mens,Bruce Curran,20,6.04,2.63,Werribee,VIC,3030,Brian Hubbard
01/04/2017,Bellings,Kids,Elizabeth Gentry,23,5.38,2.42,Port Lincoln,SA,5607,Alex Nash
01/04/2017,Ready Wear,Home,Richard Carr,23,7.15,4.18,Alexandria,NSW,2015,Jeremy Garcia
01/04/2017,Bellings,Kids,Elizabeth Gentry,30,5.89,3.61,Alice Springs,NT,870,Michael Carney
01/04/2017,Bellings,Kids,Elizabeth Gentry,16,8.37,4.09,Mt Gambier,SA,5290,Alex Nash
01/04/2017,Ready Wear,Womens,Amy Buchanan,18,7.05,3.24,Bussleton,WA,6280,Miles Hammond
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,39,4.76,3,Bathurst,NSW,2795,John Gardner
01/04/2017,Bellings,Womens,Amy Buchanan,19,7.25,3.63,Alice Springs,NT,870,Michael Carney
01/04/2017,Bellings,Hosiery,Ella Hickman,50,3.42,2.04,Thornleigh,NSW,2120,Lillian Pruitt
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,122,2.48,1.91,Geraldton,WA,6530,John Harper
01/04/2017,Bellings,Mens,Bruce Curran,56,5.29,4.05,Lithgow,NSW,2790,John Gardner
01/04/2017,Bellings,Home,Richard Carr,47,3.47,1.99,Gladstone,QLD,4680,Amber Ward
01/04/2017,Ready Wear,Womens,Amy Buchanan,94,2.12,1.38,Southport,QLD,4215,Ricky Wilkinson
01/04/2017,Ready Wear,Shoes,Howard Wright,10,9.99,3,Nowra,NSW,2541,George Chester
01/04/2017,Ready Wear,Accessories,Maggie Mayer,28,4.15,1.65,Epsom,VIC,3551,Jerry Fulton
01/04/2017,Bellings,Womens,Amy Buchanan,12,10.82,4.97,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Bellings,Womens,Amy Buchanan,13,9.91,4.5,Dural,NSW,2158,Lillian Pruitt
01/04/2017,Bellings,Womens,Amy Buchanan,18,6.44,2.53,Burnie,TAS,7320,Simone Prior
01/04/2017,Bellings,Kids,Elizabeth Gentry,17,8.23,4.06,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Ready Wear,Mens,Bruce Curran,22,5.56,2.33,Frankston,VIC,3199,Rachael Long
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,21,7.38,4,Geraldton,WA,6530,John Harper
01/04/2017,Bellings,Mens,Bruce Curran,23,6.29,3.2,Balcatta,WA,6021,Tom McKenzie
01/04/2017,Bellings,Home,Richard Carr,32,4.58,2.36,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Bellings,Intimate,Sara Ferrell,45,3.25,1.67,Mornington,VIC,3931,Owen Pierce
01/04/2017,Bellings,Mens,Bruce Curran,11,12.99,6.5,Alice Springs,NT,870,Michael Carney
01/04/2017,Bellings,Mens,Bruce Curran,11,9.99,3.5,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Bellings,Womens,Amy Buchanan,20,6.74,3.16,Mt Isa,QLD,4825,Caroline Tucker
01/04/2017,Bellings,Womens,Amy Buchanan,16,7.99,3.5,Glenorchy,TAS,7010,Simone Prior
01/04/2017,Bellings,Mens,Bruce Curran,22,6.4,3.13,Mindarie,WA,6030,Tom McKenzie
01/04/2017,Bellings,Womens,Amy Buchanan,9,11.23,3.23,Lithgow,NSW,2790,John Gardner
01/04/2017,Ready Wear,Mens,Bruce Curran,9,9.99,1.96,North Lakes,QLD,4509,Ricky Wilkinson
01/04/2017,Bellings,Kids,Elizabeth Gentry,23,6.48,3.33,Dural,NSW,2158,Lillian Pruitt
01/04/2017,Ready Wear,Womens,Amy Buchanan,126,1.68,1.1,Chadstone,VIC,3148,Rachael Long
01/04/2017,Bellings,Womens,Amy Buchanan,16,9.49,4.94,Maddington,WA,6109,Miles Hammond
01/04/2017,Bellings,Home,Richard Carr,60,1.96,0.75,Lithgow,NSW,2790,John Gardner
01/04/2017,Ready Wear,Womens,Amy Buchanan,91,1.94,1.14,Bussleton,WA,6280,Miles Hammond
01/04/2017,Bellings,Mens,Bruce Curran,23,6.29,3.12,Inglewood,WA,6052,Tom McKenzie
01/04/2017,Bellings,Womens,Amy Buchanan,22,7.3,3.98,Port Lincoln,SA,5607,Alex Nash
01/04/2017,Bellings,Juniors,Chester George,12,12.82,6.73,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Bellings,Hosiery,Ella Hickman,31,5.01,2.65,Mt Isa,QLD,4825,Caroline Tucker
01/04/2017,Bellings,Mens,Bruce Curran,18,7.93,3.86,Hervey Bay,QLD,4655,Amber Ward
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,8.88,4.81,Fyshwick,ACT,2609,George Chester
01/04/2017,Ready Wear,Womens,Amy Buchanan,38,6.55,4.62,Dubbo,NSW,2830,John Gardner
01/04/2017,Ready Wear,Accessories,Maggie Mayer,14,13.35,8.09,Narrabeen,NSW,2101,Lillian Pruitt
01/04/2017,Bellings,Hosiery,Ella Hickman,99,3.23,2.49,Maddington,WA,6109,Miles Hammond
01/04/2017,Bellings,Hosiery,Ella Hickman,35,4.53,2.43,Woodville,SA,5011,Ray Watson
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,8.21,4.11,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Ready Wear,Womens,Amy Buchanan,23,7.26,4.04,Collingwood,VIC,3066,Brian Hubbard
01/04/2017,Bellings,Hosiery,Ella Hickman,35,4.56,2.44,Port Lincoln,SA,5607,Alex Nash
01/04/2017,Ready Wear,Accessories,Maggie Mayer,9,21.77,13.53,Wagga Wagga,NSW,2650,John Gardner
01/04/2017,Ready Wear,Accessories,Maggie Mayer,50,1.99,0.5,Ballarat,VIC,3353,Jerry Fulton
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,85,4.13,3.25,Armidale,NSW,2350,Claire Bridges
01/04/2017,Ready Wear,Womens,Amy Buchanan,12,7.99,1.75,Dandenong,VIC,3175,Rachael Long
01/04/2017,Ready Wear,Home,Richard Carr,17,9.92,5.51,Lismore,NSW,2480,Claire Bridges
01/04/2017,Bellings,Home,Richard Carr,43,4.05,2.31,Balcatta,WA,6021,Tom McKenzie
01/04/2017,Ready Wear,Mens,Bruce Curran,8,12.99,3.59,Lismore,NSW,2480,Claire Bridges
01/04/2017,Bellings,Kids,Elizabeth Gentry,20,8.79,5.03,Tweed Heads,NSW,2485,Claire Bridges
01/04/2017,Bellings,Mens,Bruce Curran,20,7.21,3.44,Thornleigh,NSW,2120,Lillian Pruitt
01/04/2017,Ready Wear,Womens,Amy Buchanan,14,13.92,8.52,Indooroopilly,QLD,4068,Terri Wright
01/04/2017,Bellings,Hosiery,Ella Hickman,43,3.9,2.14,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,11.99,7.76,Atherton,QLD,4883,Caroline Tucker
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,22,6.35,2.89,Altona,VIC,3018,Brian Hubbard
01/04/2017,Ready Wear,Mens,Bruce Curran,30,5.07,2.53,Bendigo,VIC,3550,Jerry Fulton
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,26,4.68,1.75,Frankston,VIC,3199,Rachael Long
01/04/2017,Bellings,Kids,Elizabeth Gentry,16,9.55,4.78,Rockhampton,QLD,4700,Amber Ward
01/04/2017,Bellings,Hosiery,Ella Hickman,36,4.32,2.2,Lithgow,NSW,2790,John Gardner
01/04/2017,Ready Wear,Womens,Amy Buchanan,96,1.72,0.92,Altona,VIC,3018,Brian Hubbard
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,78,3.48,2.5,Rydalmere,NSW,2116,Lillian Pruitt
01/04/2017,Bellings,Home,Richard Carr,65,4.13,2.95,Atherton,QLD,4883,Caroline Tucker
01/04/2017,Ready Wear,Mens,Bruce Curran,28,4.21,1.45,Lismore,NSW,2480,Claire Bridges
01/04/2017,Ready Wear,Womens,Amy Buchanan,18,7.3,3,Belconnen,ACT,2617,George Chester
01/04/2017,Bellings,Hosiery,Ella Hickman,37,4.59,2.5,Rosny Park,TAS,7018,Simone Prior
01/04/2017,Bellings,Mens,Bruce Curran,11,13.72,6.68,Penrith,NSW,2750,John Gardner
01/04/2017,Bellings,Mens,Bruce Curran,20,5.84,1.97,Warrnambool,VIC,3280,Jerry Fulton
01/04/2017,Ready Wear,Mens,Bruce Curran,59,3.45,2.14,Epsom,VIC,3551,Jerry Fulton
01/04/2017,Bellings,Home,Richard Carr,33,4.81,2.46,Esperance,WA,6450,John Harper
01/04/2017,Ready Wear,Womens,Amy Buchanan,30,6.93,4.34,Geraldton,WA,6530,John Harper
01/04/2017,Bellings,Womens,Amy Buchanan,28,5.2,2.42,Penrith,NSW,2750,John Gardner
01/04/2017,Bellings,Kids,Elizabeth Gentry,28,5.78,2.99,Burnie,TAS,7320,Simone Prior
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,22,7.55,4,Nowra,NSW,2541,George Chester
01/04/2017,Ready Wear,Groceries,Chris Monroe,130,1.79,1.19,Chatswood,NSW,2067,Jeremy Garcia
01/04/2017,Bellings,Womens,Amy Buchanan,15,9.79,4.57,Launceston,TAS,7250,Simone Prior
01/04/2017,Bellings,Home,Richard Carr,27,6.36,3.44,Cranbourne,VIC,3977,Owen Pierce
01/04/2017,Ready Wear,Accessories,Maggie Mayer,18,9.88,5.5,Alexandria,NSW,2015,Jeremy Garcia
01/04/2017,Bellings,Womens,Amy Buchanan,16,9.55,4.61,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/04/2017,Bellings,Hosiery,Ella Hickman,30,5.57,2.93,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/04/2017,Bellings,Juniors,Chester George,21,8.85,5.08,Gladstone,QLD,4680,Amber Ward
01/04/2017,Ready Wear,Shoes,Howard Wright,16,7.82,2.87,Altona,VIC,3018,Brian Hubbard
01/04/2017,Bellings,Juniors,Chester George,17,8.93,4.25,Warrnambool,VIC,3280,Jerry Fulton
01/04/2017,Bellings,Intimate,Sara Ferrell,39,4.05,2.01,Scoresby,VIC,3179,Rachael Long
01/04/2017,Bellings,Intimate,Sara Ferrell,46,3.66,1.93,Woodville,SA,5011,Ray Watson
01/04/2017,Bellings,Hosiery,Ella Hickman,52,4.04,2.51,Croydon,VIC,3136,Rachael Long
01/04/2017,Bellings,Juniors,Chester George,16,9.99,5,Yeppoon,QLD,4703,Amber Ward
01/04/2017,Bellings,Kids,Elizabeth Gentry,16,10.55,5.53,Mornington,VIC,3931,Owen Pierce
01/04/2017,Ready Wear,Womens,Amy Buchanan,7,24.99,13.5,Dandenong,VIC,3175,Rachael Long
01/04/2017,Bellings,Hosiery,Ella Hickman,34,4.25,1.88,Tweed Heads,NSW,2485,Claire Bridges
01/04/2017,Ready Wear,Accessories,Maggie Mayer,16,6.99,1.96,Chatswood,NSW,2067,Jeremy Garcia
01/04/2017,Ready Wear,Intimate,Sara Ferrell,34,3.62,1.25,Wagga Wagga,NSW,2650,John Gardner
01/04/2017,Ready Wear,Intimate,Sara Ferrell,34,2.97,0.6,Chadstone,VIC,3148,Rachael Long
01/04/2017,Bellings,Home,Richard Carr,47,3.97,2.25,Yeppoon,QLD,4703,Amber Ward
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,21,7.85,4,Lismore,NSW,2480,Claire Bridges
01/04/2017,Ready Wear,Mens,Bruce Curran,19,7.67,3.42,Armidale,NSW,2350,Claire Bridges
01/04/2017,Bellings,Womens,Amy Buchanan,18,9.99,5.5,Penrith,NSW,2750,John Gardner
01/04/2017,Bellings,Kids,Elizabeth Gentry,18,7.99,3.5,Croydon,VIC,3136,Rachael Long
01/04/2017,Bellings,Home,Richard Carr,51,4.3,2.71,Noarlunga,SA,5168,Ray Watson
01/04/2017,Bellings,Home,Richard Carr,26,6.45,3.33,Noosaville,QLD,4566,Shellie Thomas
01/04/2017,Ready Wear,Home,Richard Carr,64,2.22,0.95,Collingwood,VIC,3066,Brian Hubbard
01/04/2017,Ready Wear,Groceries,Chris Monroe,82,2.97,1.98,Bathurst,NSW,2795,John Gardner
01/04/2017,Bellings,Intimate,Sara Ferrell,58,3.52,2.12,Broome,WA,6725,John Harper
01/04/2017,Ready Wear,Womens,Amy Buchanan,79,2.74,1.71,Chatswood,NSW,2067,Jeremy Garcia
01/04/2017,Bellings,Mens,Bruce Curran,17,6.23,1.43,Ballina,NSW,2478,Claire Bridges
01/04/2017,Bellings,Accessories,Maggie Mayer,47,3.95,2.21,Glenorchy,TAS,7010,Simone Prior
01/04/2017,Bellings,Mens,Bruce Curran,27,4.18,1.15,Burnie,TAS,7320,Simone Prior
01/04/2017,Bellings,Intimate,Sara Ferrell,23,6.73,3.16,Mt Isa,QLD,4825,Caroline Tucker
01/04/2017,Bellings,Womens,Amy Buchanan,17,10.23,5.39,Noosaville,QLD,4566,Shellie Thomas
01/04/2017,Bellings,Intimate,Sara Ferrell,58,3.17,1.75,Port Lincoln,SA,5607,Alex Nash
01/04/2017,Ready Wear,Womens,Amy Buchanan,11,14.08,6.59,Bathurst,NSW,2795,John Gardner
01/04/2017,Bellings,Mens,Bruce Curran,26,5.53,2.34,Ashfield,NSW,2131,Lillian Pruitt
01/04/2017,Bellings,Womens,Amy Buchanan,16,9.87,4.69,Mt Isa,QLD,4825,Caroline Tucker
01/04/2017,Ready Wear,Mens,Bruce Curran,26,4.96,1.77,Dandenong,VIC,3175,Rachael Long
01/04/2017,Bellings,Hosiery,Ella Hickman,36,4.35,2.03,Inglewood,WA,6052,Tom McKenzie
01/04/2017,Bellings,Intimate,Sara Ferrell,37,4.55,2.29,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Ready Wear,Juniors,Chester George,9,19.32,10,Dubbo,NSW,2830,John Gardner
01/04/2017,Ready Wear,Juniors,Chester George,49,4.71,3,Stafford,QLD,4053,Terri Wright
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,31,4.89,2.18,Epsom,VIC,3551,Jerry Fulton
01/04/2017,Ready Wear,Groceries,Chris Monroe,82,3.32,2.29,Armidale,NSW,2350,Claire Bridges
01/04/2017,Bellings,Kids,Elizabeth Gentry,13,12.99,6.5,Atherton,QLD,4883,Caroline Tucker
01/04/2017,Ready Wear,Womens,Amy Buchanan,47,3.45,1.65,Dandenong,VIC,3175,Rachael Long
01/04/2017,Ready Wear,Mens,Bruce Curran,47,4.67,2.86,Epping,VIC,3076,Brian Hubbard
01/04/2017,Bellings,Juniors,Chester George,18,7.94,3.21,Mackay,QLD,4740,Amber Ward
01/04/2017,Bellings,Home,Richard Carr,36,7.74,5.37,Mindarie,WA,6030,Tom McKenzie
01/04/2017,Ready Wear,Womens,Amy Buchanan,12,15.99,8.88,Randwick,NSW,2031,Jeremy Garcia
01/04/2017,Ready Wear,Intimate,Sara Ferrell,33,2.93,0.34,Epping,VIC,3076,Brian Hubbard
01/04/2017,Bellings,Intimate,Sara Ferrell,56,3.58,2.05,Mindarie,WA,6030,Tom McKenzie
01/04/2017,Ready Wear,Juniors,Chester George,30,6.12,3.26,Epsom,VIC,3551,Jerry Fulton
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,87,3.23,2.24,Epping,VIC,3076,Brian Hubbard
01/04/2017,Ready Wear,Womens,Amy Buchanan,29,6.58,3.61,Stafford,QLD,4053,Terri Wright
01/04/2017,Bellings,Womens,Amy Buchanan,42,7.25,5.2,Ringwood,VIC,3134,Rachael Long
01/04/2017,Bellings,Shoes,Howard Wright,21,11.33,7.22,Hastings,VIC,3915,Owen Pierce
01/04/2017,Bellings,Womens,Amy Buchanan,14,12.31,6.14,Claremont,WA,6010,Tom McKenzie
01/04/2017,Ready Wear,Kids,Elizabeth Gentry,61,3.13,1.71,Frankston,VIC,3199,Rachael Long
01/04/2017,Ready Wear,Womens,Amy Buchanan,32,7.28,4.57,Indooroopilly,QLD,4068,Terri Wright
01/04/2017,Ready Wear,Mens,Bruce Curran,24,6.2,2.56,Altona,VIC,3018,Brian Hubbard
01/04/2017,Bellings,Mens,Bruce Curran,24,5.54,1.9,Wodonga,VIC,3690,Owen Pierce
01/04/2017,Bellings,Home,Richard Carr,51,3.91,2.19,Warrnambool,VIC,3280,Jerry Fulton
01/04/2017,Ready Wear,Groceries,Chris Monroe,206,1.16,0.73,Bussleton,WA,6280,Miles Hammond
01/04/2017,Bellings,Womens,Amy Buchanan,25,7.52,3.99,Esperance,WA,6450,John Harper
01/04/2017,Bellings,Mens,Bruce Curran,39,6.83,4.56,Woodville,SA,5011,Ray Watson
01/04/2017,Bellings,Mens,Bruce Curran,21,5.75,1.53,Hervey Bay,QLD,4655,Amber Ward
01/04/2017,Bellings,Kids,Elizabeth Gentry,23,7.77,3.88,Ipswich,QLD,4305,Ricky Wilkinson
01/04/2017,Bellings,Mens,Bruce Curran,22,5.21,1.14,Lithgow,NSW,2790,John Gardner
01/04/2017,Ready Wear,Juniors,Chester George,23,8.82,4.92,Caloundra,QLD,4551,Shellie Thomas
01/04/2017,Bellings,Kids,Elizabeth Gentry,34,6.96,4.31,Mildura,VIC,3500,Jerry Fulton
01/04/2017,Bellings,Kids,Elizabeth Gentry,40,5.28,3.02,Balcatta,WA,6021,Tom McKenzie
01/04/2017,Ready Wear,Womens,Amy Buchanan,60,4.87,3.36,Chatswood,NSW,2067,Jeremy Garcia
01/04/2017,Bellings,Hosiery,Ella Hickman,45,4.11,2.09,Hervey Bay,QLD,4655,Amber Ward
01/04/2017,Bellings,Mens,Bruce Curran,21,8.7,4.35,Mt Gambier,SA,5290,Alex Nash
01/04/2017,Bellings,Juniors,Chester George,63,3.32,1.87,Ashfield,NSW,2131,Lillian Pruitt
01/04/2017,Ready Wear,Accessories,Maggie Mayer,33,3.57,0.8,Campbelltown,NSW,2560,George Chester
01/04/2017,Ready Wear,Mens,Bruce Curran,34,4.02,1.33,Bathurst,NSW,2795,John Gardner
01/04/2017,Bellings,Mens,Bruce Curran,46,2.99,1,Scoresby,VIC,3179,Rachael Long
01/04/2017,Bellings,Mens,Bruce Curran,46,2.99,1,Mildura,VIC,3500,Jerry Fulton
